epoch,step,test_log_prob,train_loss,val_loss
0,0,,1.0068628787994385,
0,1,,1.0083601474761963,
0,2,,1.0106987953186035,
0,3,,0.9837689399719238,
0,4,,0.9909533858299255,
0,5,,1.0070420503616333,
0,6,,0.9994710683822632,
0,7,,0.9803101420402527,
0,8,,0.981757402420044,
0,9,,1.0034594535827637,
0,10,,1.0059301853179932,
0,11,,1.0129796266555786,
0,12,,0.9922931790351868,
0,13,,0.9966089725494385,
0,14,,1.006751537322998,
0,15,,0.9936230182647705,
0,16,,0.9964874386787415,
0,17,,0.9826486706733704,
0,18,,0.9966589212417603,
0,19,,1.0159306526184082,
0,20,,0.9950854778289795,
0,21,,0.9935807585716248,
0,22,,1.0002168416976929,
0,23,,1.0158882141113281,
0,23,,,0.9982166886329651
1,24,,1.0125144720077515,
1,25,,0.9864538908004761,
1,26,,1.0000965595245361,
1,27,,1.0032737255096436,
1,28,,1.002162218093872,
1,29,,0.9935819506645203,
1,30,,0.9911001920700073,
1,31,,0.9904869794845581,
1,32,,0.9952085018157959,
1,33,,1.008856177330017,
1,34,,0.9836819171905518,
1,35,,1.015122890472412,
1,36,,0.9869928359985352,
1,37,,0.9728969931602478,
1,38,,0.9776005148887634,
1,39,,0.9989964365959167,
1,40,,1.0017319917678833,
1,41,,1.011723279953003,
1,42,,0.9828118085861206,
1,43,,0.9910946488380432,
1,44,,1.0065802335739136,
1,45,,1.0067315101623535,
1,46,,1.001109004020691,
1,47,,0.9536886215209961,
1,47,,,0.9945517778396606
2,48,,1.0130341053009033,
2,49,,0.98847496509552,
2,50,,1.0006779432296753,
2,51,,0.9945226907730103,
2,52,,0.9742110371589661,
2,53,,0.9815176725387573,
2,54,,1.0002641677856445,
2,55,,1.0105005502700806,
2,56,,1.0047202110290527,
2,57,,0.9911525845527649,
2,58,,1.0067874193191528,
2,59,,0.9901130199432373,
2,60,,0.9900382161140442,
2,61,,1.000377893447876,
2,62,,0.9785477519035339,
2,63,,1.0002846717834473,
2,64,,1.0118536949157715,
2,65,,0.9846713542938232,
2,66,,1.002061128616333,
2,67,,0.9925320148468018,
2,68,,0.996759295463562,
2,69,,1.0122438669204712,
2,70,,0.9934148788452148,
2,71,,1.035068392753601,
2,71,,,0.9911435842514038
3,72,,1.0120763778686523,
3,73,,1.0141494274139404,
3,74,,1.0009381771087646,
3,75,,1.0088838338851929,
3,76,,0.9942476153373718,
3,77,,0.9969688057899475,
3,78,,0.9994162917137146,
3,79,,1.0002905130386353,
3,80,,0.989136815071106,
3,81,,0.9941405653953552,
3,82,,0.994104266166687,
3,83,,1.0084245204925537,
3,84,,0.9797258377075195,
3,85,,0.9966446161270142,
3,86,,1.0122753381729126,
3,87,,0.995067298412323,
3,88,,0.9937801957130432,
3,89,,0.984449028968811,
3,90,,0.9836786985397339,
3,91,,0.9869241118431091,
3,92,,0.9898931980133057,
3,93,,1.002544641494751,
3,94,,0.9908533096313477,
3,95,,1.0248521566390991,
3,95,,,0.9962894916534424
4,96,,1.000797986984253,
4,97,,1.008819341659546,
4,98,,0.9878043532371521,
4,99,,1.0026437044143677,
4,100,,0.9757659435272217,
4,101,,0.9914706945419312,
4,102,,1.0002243518829346,
4,103,,1.0187112092971802,
4,104,,1.0016719102859497,
4,105,,0.9985904693603516,
4,106,,0.9865788221359253,
4,107,,0.990023672580719,
4,108,,1.0164296627044678,
4,109,,1.003288984298706,
4,110,,0.9797985553741455,
4,111,,0.9839795827865601,
4,112,,0.9905811548233032,
4,113,,0.9949544668197632,
4,114,,1.0135118961334229,
4,115,,0.999571681022644,
4,116,,1.0075383186340332,
4,117,,0.9977681636810303,
4,118,,1.0017714500427246,
4,119,,1.0036451816558838,
4,119,,,0.9912715554237366
5,120,,0.9934518933296204,
5,121,,0.9985778331756592,
5,122,,0.9779557585716248,
5,123,,0.9953657984733582,
5,124,,1.0046329498291016,
5,125,,0.9970270395278931,
5,126,,0.9864495992660522,
5,127,,0.9912571907043457,
5,128,,0.9994800686836243,
5,129,,0.991216242313385,
5,130,,0.9938268065452576,
5,131,,0.9979280233383179,
5,132,,0.9993373155593872,
5,133,,0.9879418015480042,
5,134,,0.9919131994247437,
5,135,,0.9990929365158081,
5,136,,0.9948828220367432,
5,137,,1.004695177078247,
5,138,,0.9790326952934265,
5,139,,0.9932479858398438,
5,140,,0.9795167446136475,
5,141,,0.9848363995552063,
5,142,,1.007799506187439,
5,143,,1.0084660053253174,
5,143,,,0.9897059202194214
6,144,,0.9886128902435303,
6,145,,0.9932825565338135,
6,146,,1.0219755172729492,
6,147,,1.0097156763076782,
6,148,,0.9916418790817261,
6,149,,0.9851655960083008,
6,150,,0.9922040104866028,
6,151,,0.9824037551879883,
6,152,,0.9987542033195496,
6,153,,0.9987757205963135,
6,154,,1.00028395652771,
